date,open,close
10/05/2018,79.853,79.8829
10/08/2018,79.8032,79.9926
10/09/2018,80.1322,80.182
10/10/2018,79.4243,74.7183
10/11/2018,74.5488,74.2895
10/12/2018,75.7452,75.6854
10/15/2018,75.5458,74.7681
10/16/2018,75.3763,77.2507
10/17/2018,77.2906,76.2537
10/18/2018,77.171,75.3763
10/19/2018,75.6056,73.9904
10/22/2018,74.4291,74.6784
10/23/2018,73.9705,73.133
10/24/2018,73.2526,71.9066
10/25/2018,72.4749,72.8837
10/26/2018,71.787,71.8567
10/29/2018,73.0432,71.9764
10/30/2018,72.8538,74.2895
10/31/2018,75.2766,74.818
11/01/2018,75.0074,76.5628
11/02/2018,77.3006,76.3534
11/05/2018,76.2637,77.3006
11/06/2018,77.1112,76.3434
11/07/2018,76.7123,77.7393
11/08/2018,77.4601,77.5498
11/09/2018,77.4801,76.1341
11/12/2018,76.1241,74.8778
11/13/2018,75.3065,74.9775
11/14/2018,76.0942,74.9775
11/15/2018,74.2197,74.1101
11/16/2018,73.5417,74.5188
11/19/2018,74.469,72.3054
11/20/2018,70.2814,70.9096
11/21/2018,71.777,72.1559
11/23/2018,71.8368,71.2785
11/26/2018,72.1259,72.4949
11/27/2018,72.0661,71.8767
11/28/2018,72.0861,74.4391
11/29/2018,74.4191,74.12
11/30/2018,74.18,75.12
12/03/2018,77.1,77.94
12/04/2018,77.42,75.79
12/06/2018,74.37,75.54
12/07/2018,75.04,73.34
12/10/2018,73.1,72.51
12/11/2018,73.87,73.57
12/12/2018,74.52,74.32
12/13/2018,74.5,72.93
12/14/2018,71.97,72.53
12/17/2018,71.37,69.9
12/18/2018,70.9,71.15
12/19/2018,71.45,68.97
12/20/2018,68.73,67.53
12/21/2018,73.29,72.37
12/24/2018,71.4,68.1
12/26/2018,68.7,73.01
12/27/2018,72.18,73.67
12/28/2018,73.97,73.34
12/31/2018,73.98,74.14
01/02/2019,72.79,74.06
01/03/2019,73.25,72.75
01/04/2019,73.45,74.65
01/07/2019,74.74,75.72
01/08/2019,76.83,76.73
01/09/2019,76.97,76.59
01/10/2019,75.64,76.42
01/11/2019,76.34,76.04
